Order ID,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Base Price per Unit
CA-2020-128370,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.18,2,0.2,2.47
US-2020-158218,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,0.2,28.78
US-2020-121251,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.57,2,0.2,143.27
US-2019-100839,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,6.86
US-2019-112977,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.78,1,0.2,198.88
CA-2020-112039,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,470.38,3,0.2,141.11
CA-2020-118885,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.57,4,0.2,109.46
CA-2020-118885,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.38,3,0.2,93.23
CA-2019-118570,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,217.06,7,0.2,19.77
CA-2020-154718,OFF-LA-10003714,Office Supplies,Labels,Avery 510,6,2,0.2,1.95
CA-2020-145310,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,7.82,1,0.2,4.89
CA-2019-100083,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.78,1,0.2,17.04
CA-2020-167094,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.18,1,0.2,3.37
CA-2020-167094,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,215.32
CA-2020-167094,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,0.2,10.83
CA-2020-121503,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.9,7,0.2,25.92
CA-2020-124597,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.61,2,0.2,1.47
CA-2020-124597,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,15.53,3,0.2,3.56
CA-2020-124597,OFF-LA-10001569,Office Supplies,Labels,Avery 499,11.95,3,0.2,2.69
US-2020-111423,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,118.71
CA-2019-156685,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,83.97
CA-2019-156685,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.62,3,0.2,14.68
US-2019-139710,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,52.5
CA-2020-121538,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.77,2,0.2,28.85
US-2020-101539,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.98,3,0.2,203.49
CA-2019-152121,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.99,1,0.2,248.19
CA-2019-112109,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.49,7,0.2,4.96
CA-2019-112109,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,196.1
CA-2020-144064,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4,0.2,7.4
CA-2020-144064,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,12.52
CA-2019-108581,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.97,4,0.2,17.39
CA-2019-108581,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.37,2,0.2,3.37
CA-2020-157987,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.43,8,0.2,2.19
CA-2020-140242,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.41,3,0.2,1.92
CA-2020-140242,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.74,7,0.2,47.44
CA-2019-112669,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.54,4,0.2,207.13
CA-2019-112669,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.98,4,0.2,9.67
CA-2020-133648,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04,6,0.2,7.4
CA-2020-133648,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.34,2,0.2,2.3
CA-2020-133648,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.3,3,0.2,4.47
US-2020-111241,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5,0.2,32.28
CA-2019-113516,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.02,2,0.2,10.73
CA-2019-113516,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.14,4,0.2,10.91
CA-2019-128923,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.39,2,0.2,3.05
CA-2019-128923,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.33,1,0.2,8.51
US-2020-158946,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,38.86,7,0.2,4.44
US-2020-110996,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5,0.2,66.01
CA-2019-129693,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.31,2,0.2,2.38
CA-2020-122504,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.54,7,0.2,99.27
CA-2020-124401,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,37.68,3,0.2,11.78
CA-2020-124401,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,279.94,7,0.2,28.49
CA-2020-155460,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,118.71
CA-2020-158246,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",215.98,3,0.2,72.89
CA-2020-144862,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,104.68,5,0.2,13.87
CA-2019-155481,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,0.2,3.43
CA-2019-155481,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.69,7,0.2,1.61
US-2019-152051,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.35,6,0.2,50.87
CA-2019-117282,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2,0.2,4.51
CA-2020-148166,OFF-AR-10004956,Office Supplies,Art,Newell 33,17.86,4,0.2,3.96
CA-2019-141019,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.38,1,0.2,49.62
CA-2019-154018,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,191.98,3,0.2,55.99
CA-2019-154018,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,8.29,2,0.2,2.64
CA-2019-154018,OFF-AR-10002067,Office Supplies,Art,Newell 334,15.87,1,0.2,14.68
CA-2020-117870,OFF-AR-10004078,Office Supplies,Art,Newell 312,14.02,3,0.2,4.09
CA-2020-117870,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,71.98,3,0.2,26.99
CA-2019-125738,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,5.74
CA-2019-128818,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.23,7,0.2,7.76
CA-2020-124576,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,54.9,2,0.2,18.18
CA-2019-128412,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.55,3,0.2,33.91
CA-2019-136483,OFF-AR-10000940,Office Supplies,Art,Newell 343,4.7,2,0.2,2.15
CA-2019-164350,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,3,0.2,19.71
CA-2020-129378,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,1,0.2,0.94
CA-2020-129378,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,61.78,13,0.2,3.15
CA-2020-129378,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.61,4,0.2,24.78
CA-2020-130841,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,9.98,4,0.2,1.59
CA-2020-130841,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,4,0.2,261.34
CA-2020-121909,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,54.82,3,0.2,12.33
CA-2020-130771,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.9,2,0.2,1.21
CA-2020-130771,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.79,1,0.2,109.19
CA-2020-132122,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5,0.2,42.92
CA-2019-146633,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.79,1,0.2,635.5
CA-2019-146633,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.14,7,0.2,3.54
CA-2020-103380,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.98,3,0.2,203.49
CA-2020-105214,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,0.2,160.28
CA-2020-149146,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,7.97,2,0.2,2.64
CA-2020-105480,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.98,1,0.2,4.63
CA-2020-164917,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,5,0.2,8.75
CA-2020-142622,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.57,2,0.2,51.83
CA-2020-142622,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,614.27,8,0.2,79.66
CA-2019-112676,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.35,3,0.2,3.05
US-2020-112928,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,5,0.2,3.23
US-2020-120418,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.79,1,0.2,245.69
US-2020-120418,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.45,4,0.2,15.19
US-2020-120418,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5,0.2,16.29
US-2020-120418,OFF-AR-10001955,Office Supplies,Art,Newell 319,15.87,1,0.2,13.89
US-2020-120418,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.59,3,0.2,88.03
CA-2020-138422,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.35,3,0.2,3.05
CA-2019-159373,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",70.08,5,0.2,9.11
CA-2020-109701,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,9.02,6,0.2,0.98
CA-2020-109701,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.46,2,0.2,23.44
US-2019-129469,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.7,6,0.2,93.22
US-2019-129469,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",4.91,2,0.2,2.3
CA-2019-159940,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.63,1,0.2,1.81
CA-2019-159940,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,23.69,9,0.2,1.78
CA-2019-118052,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.22,2,0.2,2.75
CA-2019-118052,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.57,2,0.2,17.04
CA-2019-118052,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,54.71,7,0.2,6.16
US-2020-117534,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,185.92,4,0.2,30.79
US-2020-117534,TEC-PH-10000141,Technology,Phones,Clearsounds A400,211.17,4,0.2,48.83
US-2020-117534,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.98,2,0.2,209.99
CA-2020-108574,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.74,7,0.2,22.53
CA-2020-108574,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10,0.2,5.29
CA-2020-144589,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.98,3,0.2,76.49
CA-2020-168655,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.87,3,0.2,16.64
CA-2019-107202,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,10,0.2,221.67
CA-2019-155551,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.38,3,0.2,93.11
CA-2019-155551,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.66,2,0.2,3.2
US-2020-147669,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,158.93,7,0.2,16.74
US-2020-147669,OFF-FA-10002975,Office Supplies,Fasteners,Staples,39.31,13,0.2,2.04
US-2020-112613,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.37,4,0.2,12.57
CA-2020-139948,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.9,2,0.2,2.87
CA-2019-140207,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5,0.2,3.86
CA-2020-140949,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.14,3,0.2,2.02
CA-2020-148691,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,0.2,10.91
CA-2020-148691,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.62,2,0.2,4.75
US-2019-135923,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.27,8,0.2,1.25
US-2019-135923,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.14,4,0.2,129.7
US-2019-135923,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.86,4,0.2,14.59
CA-2019-114972,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.58,2,0.2,123.75
CA-2020-102750,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.35,3,0.2,473.84
CA-2020-141992,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,11.18,1,0.2,10.35
CA-2020-141992,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,153.58,2,0.2,93.11
CA-2020-126067,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,35.17,4,0.2,5.93
CA-2020-126067,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,99.68,5,0.2,13.46
CA-2019-146206,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,719.96,5,0.2,133.19
CA-2019-126935,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.58,1,0.2,6.23
US-2020-133781,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.61,3,0.2,8.31
CA-2020-131618,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.22,2,0.2,3.9
CA-2020-163902,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.78,3,0.2,60.67
CA-2019-124506,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.97,4,0.2,23.69
US-2020-117723,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.63,6,0.2,356.57
CA-2019-144792,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.89,7,0.2,12.79
CA-2019-118626,TEC-PH-10000369,Technology,Phones,HTC One Mini,705.54,7,0.2,90.71
CA-2020-123967,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,25.12,5,0.2,3.45
CA-2020-134404,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,13.25,4,0.2,2.4
CA-2020-109778,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.91,2,0.2,1
CA-2019-155845,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,1399.94,7,0.2,192.49
CA-2019-137729,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.17,3,0.2,74.88
CA-2019-165848,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,136.78,1,0.2,131.65
CA-2019-137204,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",41.57,2,0.2,19.49
CA-2020-147942,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,121.68,13,0.2,6.44
CA-2020-115931,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04,4,0.2,15.08
CA-2020-127180,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.97,4,0.2,1819.99
US-2020-165344,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,60.86,4,0.2,12.93
US-2020-110604,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.62,2,0.2,19.18
US-2020-110604,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,220.96,1,0.2,196.1
CA-2020-108441,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.13,3,0.2,2.95
CA-2019-124051,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,186.05,6,0.2,19.77
CA-2019-149111,TEC-PH-10003092,Technology,Phones,Motorola L804,36.79,1,0.2,32.65
CA-2019-149111,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.62,8,0.2,1.54
CA-2020-112515,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.78,3,0.2,2.42
CA-2020-112515,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.78,3,0.2,2.5
CA-2020-112515,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.58,2,0.2,8.31
CA-2019-164784,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.98,1,0.2,2.69
CA-2019-111794,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.51,3,0.2,19.55
CA-2019-111794,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,28.35,1,0.2,18.78
CA-2020-132185,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,8.76,5,0.2,1.6
CA-2020-132185,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.58,1,0.2,39.23
CA-2020-137085,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,312.55,9,0.2,23.44
CA-2019-133123,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.95,3,0.2,21.99
US-2019-144211,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,0.2,3.29
US-2019-144211,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.58,3,0.2,33.48
CA-2019-161662,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.35,2,0.2,9.86
CA-2020-132430,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.89,4,0.2,9.18
CA-2019-165015,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,46.72,5,0.2,5.84
CA-2020-163321,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.99,1,0.2,57.99
CA-2020-126536,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,101.84,5,0.2,12.98
CA-2020-165757,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.93,2,0.2,4.13
CA-2020-167752,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.38,1,0.2,30.52
CA-2020-167752,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,8,0.2,201.44
CA-2020-158967,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,19.1,3,0.2,4.46
CA-2020-143455,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.37,2,0.2,3.37
CA-2020-108322,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68,8,0.2,2.18
CA-2020-108322,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.38,3,0.2,0.54
CA-2019-153318,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,5,0.2,141.11
CA-2019-160500,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,6.72,5,0.2,0.87
CA-2019-160500,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.78,3,0.2,97.1
CA-2019-100202,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.38,3,0.2,93.23
CA-2020-131016,OFF-AR-10000122,Office Supplies,Art,Newell 314,8.93,2,0.2,4.19
CA-2020-131016,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.58,2,0.2,25.28
CA-2019-124149,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.34,6,0.2,11.74
CA-2019-124149,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5,0.2,9.93
CA-2019-124149,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.3,2,0.2,24.47
CA-2020-110842,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,5,0.2,16.42
US-2020-135062,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,229.54,7,0.2,20.9
CA-2020-135650,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.73,2,0.2,88.03
CA-2020-112865,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.05,3,0.2,12.32
US-2019-128293,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.78,1,0.2,77.74
CA-2019-128594,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.14,4,0.2,375.74
CA-2019-154690,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.3,2,0.2,101.38
CA-2020-106537,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,20.74,4,0.2,3.37
CA-2019-115588,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,14.72,5,0.2,3.61
CA-2019-115588,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.98,3,0.2,13.8
CA-2020-143861,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.09,2,0.2,8.01
US-2019-167339,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.57,2,0.2,79.66
US-2019-167339,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.49,7,0.2,133.93
CA-2019-164483,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.46,2,0.2,5.78
US-2019-159856,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,307.92,5,0.2,68.51
US-2019-164630,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.97,4,0.2,209.99
CA-2019-164035,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12,5,0.2,2.95
CA-2019-153577,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.46,7,0.2,3.61
CA-2020-155047,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",5.95,1,0.2,5.58
CA-2019-160129,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,5,0.2,2.69
CA-2019-160129,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.37,2,0.2,5.21
CA-2019-160129,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.45,7,0.2,8.3
US-2019-169040,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.79,1,0.2,143.07
US-2019-169040,TEC-PH-10002834,Technology,Phones,Google Nexus 5,431.98,3,0.2,134.99
